dataset,agent_type,provider,model,instance_idx,resolved,num_steps,success,has_output
terminalbench,multi-agent-centralized,gemini,gemini-2.5-pro,0008,0,0,0,False
terminalbench,multi-agent-centralized,gemini,gemini-2.5-pro,0009,0,18,0,True
terminalbench,multi-agent-centralized,gemini,gemini-2.5-pro,0010,0,34,0,True
terminalbench,multi-agent-centralized,gemini,gemini-2.5-pro,0011,1,32,0,True
terminalbench,multi-agent-centralized,gemini,gemini-2.5-pro,0012,0,12,0,True
terminalbench,multi-agent-centralized,gemini,gemini-2.5-pro,0013,0,0,0,False
terminalbench,multi-agent-centralized,gemini,gemini-2.5-pro,0014,0,0,0,False
terminalbench,multi-agent-centralized,gemini,gemini-2.5-pro,0015,0,0,0,False
terminalbench,multi-agent-centralized,gemini,gemini-2.5-pro,0016,0,42,0,True
terminalbench,multi-agent-centralized,gemini,gemini-2.5-pro,0017,0,46,0,True
terminalbench,multi-agent-centralized,gemini,gemini-2.5-pro,0018,0,64,0,True
terminalbench,multi-agent-centralized,gemini,gemini-2.5-pro,0019,1,14,0,True
terminalbench,multi-agent-centralized,gemini,gemini-3-flash-preview,0000,0,8,0,True
terminalbench,multi-agent-centralized,gemini,gemini-3-flash-preview,0001,1,34,0,True
terminalbench,multi-agent-centralized,gemini,gemini-3-flash-preview,0002,1,18,0,True
terminalbench,multi-agent-centralized,gemini,gemini-3-flash-preview,0003,0,23,0,True
terminalbench,multi-agent-centralized,gemini,gemini-3-flash-preview,0004,0,20,0,True
terminalbench,multi-agent-centralized,gemini,gemini-3-flash-preview,0005,0,78,0,True
terminalbench,multi-agent-centralized,gemini,gemini-3-flash-preview,0006,1,24,0,True
terminalbench,multi-agent-centralized,gemini,gemini-3-flash-preview,0007,0,16,0,True
terminalbench,multi-agent-centralized,gemini,gemini-3-flash-preview,0008,0,42,0,True
terminalbench,multi-agent-centralized,gemini,gemini-3-flash-preview,0009,0,40,0,True
terminalbench,multi-agent-centralized,gemini,gemini-3-flash-preview,0010,1,20,0,True
terminalbench,multi-agent-centralized,gemini,gemini-3-flash-preview,0011,1,32,0,True
terminalbench,multi-agent-centralized,gemini,gemini-3-flash-preview,0012,0,54,0,True
terminalbench,multi-agent-centralized,gemini,gemini-3-flash-preview,0013,0,40,0,True
terminalbench,multi-agent-centralized,gemini,gemini-3-flash-preview,0014,1,18,0,True
terminalbench,multi-agent-centralized,gemini,gemini-3-flash-preview,0015,0,22,0,True
terminalbench,multi-agent-centralized,gemini,gemini-3-flash-preview,0016,1,40,0,True
terminalbench,multi-agent-centralized,gemini,gemini-3-flash-preview,0017,1,20,0,True
terminalbench,multi-agent-centralized,gemini,gemini-3-flash-preview,0018,1,36,0,True
terminalbench,multi-agent-centralized,gemini,gemini-3-flash-preview,0019,1,24,0,True
terminalbench,multi-agent-centralized,openai,gpt-5,0000,0,8,0,True
terminalbench,multi-agent-centralized,openai,gpt-5,0001,1,22,0,True
terminalbench,multi-agent-centralized,openai,gpt-5,0002,1,14,0,True
terminalbench,multi-agent-centralized,openai,gpt-5,0003,1,24,0,True
terminalbench,multi-agent-centralized,openai,gpt-5,0004,0,20,0,True
terminalbench,multi-agent-centralized,openai,gpt-5,0005,0,36,0,True
terminalbench,multi-agent-centralized,openai,gpt-5,0006,1,18,0,True
terminalbench,multi-agent-centralized,openai,gpt-5,0007,0,16,0,True
terminalbench,multi-agent-centralized,openai,gpt-5,0008,0,22,0,True
terminalbench,multi-agent-centralized,openai,gpt-5,0009,0,8,0,True
terminalbench,multi-agent-centralized,openai,gpt-5,0010,1,20,0,True
terminalbench,multi-agent-centralized,openai,gpt-5,0011,0,20,0,True
terminalbench,multi-agent-centralized,openai,gpt-5,0012,0,20,0,True
terminalbench,multi-agent-centralized,openai,gpt-5,0013,0,20,0,True
terminalbench,multi-agent-centralized,openai,gpt-5,0014,0,15,0,True
terminalbench,multi-agent-centralized,openai,gpt-5,0015,0,30,0,True
terminalbench,multi-agent-centralized,openai,gpt-5,0016,1,28,0,True
terminalbench,multi-agent-centralized,openai,gpt-5,0017,1,12,0,True
terminalbench,multi-agent-centralized,openai,gpt-5,0018,1,26,0,True
terminalbench,multi-agent-centralized,openai,gpt-5,0019,1,20,0,True
terminalbench,multi-agent-centralized,openai,gpt-5-mini,0000,0,26,0,True
terminalbench,multi-agent-centralized,openai,gpt-5-mini,0001,0,16,0,True
terminalbench,multi-agent-centralized,openai,gpt-5-mini,0002,1,8,0,True
terminalbench,multi-agent-centralized,openai,gpt-5-mini,0003,1,24,0,True
terminalbench,multi-agent-centralized,openai,gpt-5-mini,0004,1,22,0,True
terminalbench,multi-agent-centralized,openai,gpt-5-mini,0005,0,10,0,True
terminalbench,multi-agent-centralized,openai,gpt-5-mini,0006,0,4,0,True
terminalbench,multi-agent-centralized,openai,gpt-5-mini,0007,0,24,0,True
terminalbench,multi-agent-centralized,openai,gpt-5-mini,0008,0,66,0,True
terminalbench,multi-agent-centralized,openai,gpt-5-mini,0009,0,28,0,True
terminalbench,multi-agent-centralized,openai,gpt-5-mini,0010,0,24,0,True
terminalbench,multi-agent-centralized,openai,gpt-5-mini,0011,0,10,0,True
terminalbench,multi-agent-centralized,openai,gpt-5-mini,0012,0,36,0,True
terminalbench,multi-agent-centralized,openai,gpt-5-mini,0013,0,40,0,True
terminalbench,multi-agent-centralized,openai,gpt-5-mini,0014,0,24,0,True
terminalbench,multi-agent-centralized,openai,gpt-5-mini,0015,0,22,0,True
terminalbench,multi-agent-centralized,openai,gpt-5-mini,0016,0,28,0,True
terminalbench,multi-agent-centralized,openai,gpt-5-mini,0017,0,46,0,True
terminalbench,multi-agent-centralized,openai,gpt-5-mini,0018,0,24,0,True
terminalbench,multi-agent-centralized,openai,gpt-5-mini,0019,0,22,0,True
terminalbench,multi-agent-centralized,openai,gpt-5-nano,0000,0,30,0,True
terminalbench,multi-agent-centralized,openai,gpt-5-nano,0001,0,46,0,True
terminalbench,multi-agent-centralized,openai,gpt-5-nano,0002,1,26,0,True
terminalbench,multi-agent-centralized,openai,gpt-5-nano,0003,1,30,0,True
terminalbench,multi-agent-centralized,openai,gpt-5-nano,0004,1,24,0,True
terminalbench,multi-agent-centralized,openai,gpt-5-nano,0005,0,100,0,True
terminalbench,multi-agent-centralized,openai,gpt-5-nano,0006,0,42,0,True
terminalbench,multi-agent-centralized,openai,gpt-5-nano,0007,0,38,0,True
terminalbench,multi-agent-centralized,openai,gpt-5-nano,0008,0,78,0,True
terminalbench,multi-agent-centralized,openai,gpt-5-nano,0009,0,50,0,True
terminalbench,multi-agent-centralized,openai,gpt-5-nano,0010,1,34,0,True
terminalbench,multi-agent-centralized,openai,gpt-5-nano,0011,0,44,0,True
terminalbench,multi-agent-centralized,openai,gpt-5-nano,0012,0,20,0,True
terminalbench,multi-agent-centralized,openai,gpt-5-nano,0013,0,30,0,True
terminalbench,multi-agent-centralized,openai,gpt-5-nano,0014,0,22,0,True
terminalbench,multi-agent-centralized,openai,gpt-5-nano,0015,0,38,0,True
terminalbench,multi-agent-centralized,openai,gpt-5-nano,0016,0,15,0,True
terminalbench,multi-agent-centralized,openai,gpt-5-nano,0017,0,30,0,True
terminalbench,multi-agent-centralized,openai,gpt-5-nano,0018,0,12,0,True
terminalbench,multi-agent-centralized,openai,gpt-5-nano,0019,0,28,0,True
terminalbench,multi-agent-decentralized,anthropic,claude-sonnet-4-20250514,0000,0,10,0,True
terminalbench,multi-agent-decentralized,anthropic,claude-sonnet-4-20250514,0001,0,12,0,True
terminalbench,multi-agent-decentralized,anthropic,claude-sonnet-4-20250514,0002,0,24,0,True
terminalbench,multi-agent-decentralized,anthropic,claude-sonnet-4-20250514,0003,0,20,0,True
terminalbench,multi-agent-decentralized,anthropic,claude-sonnet-4-20250514,0004,0,20,0,True
terminalbench,multi-agent-decentralized,anthropic,claude-sonnet-4-20250514,0005,0,74,0,True
terminalbench,multi-agent-decentralized,anthropic,claude-sonnet-4-20250514,0006,1,60,0,True
terminalbench,multi-agent-decentralized,anthropic,claude-sonnet-4-20250514,0007,0,66,0,True
terminalbench,multi-agent-decentralized,anthropic,claude-sonnet-4-20250514,0008,0,24,0,True
terminalbench,multi-agent-decentralized,anthropic,claude-sonnet-4-20250514,0009,0,66,0,True
terminalbench,multi-agent-decentralized,anthropic,claude-sonnet-4-20250514,0010,0,26,0,True
terminalbench,multi-agent-decentralized,anthropic,claude-sonnet-4-20250514,0011,1,62,0,True
terminalbench,multi-agent-decentralized,anthropic,claude-sonnet-4-20250514,0012,0,64,0,True
terminalbench,multi-agent-decentralized,anthropic,claude-sonnet-4-20250514,0013,0,38,0,True
terminalbench,multi-agent-decentralized,anthropic,claude-sonnet-4-20250514,0014,1,60,0,True
terminalbench,multi-agent-decentralized,anthropic,claude-sonnet-4-20250514,0015,0,18,0,True
terminalbench,multi-agent-decentralized,anthropic,claude-sonnet-4-20250514,0016,1,32,0,True
terminalbench,multi-agent-decentralized,anthropic,claude-sonnet-4-20250514,0017,1,58,0,True
terminalbench,multi-agent-decentralized,anthropic,claude-sonnet-4-20250514,0018,1,68,0,True
terminalbench,multi-agent-decentralized,anthropic,claude-sonnet-4-20250514,0019,1,54,0,True
terminalbench,multi-agent-decentralized,anthropic,claude-sonnet-4-5-20250929,0000,0,50,0,True
terminalbench,multi-agent-decentralized,anthropic,claude-sonnet-4-5-20250929,0001,0,12,0,True
terminalbench,multi-agent-decentralized,anthropic,claude-sonnet-4-5-20250929,0002,0,26,0,True
terminalbench,multi-agent-decentralized,anthropic,claude-sonnet-4-5-20250929,0003,1,64,0,True
terminalbench,multi-agent-decentralized,anthropic,claude-sonnet-4-5-20250929,0004,0,12,0,True
terminalbench,multi-agent-decentralized,anthropic,claude-sonnet-4-5-20250929,0005,0,67,0,True
terminalbench,multi-agent-decentralized,anthropic,claude-sonnet-4-5-20250929,0006,1,64,0,True
terminalbench,multi-agent-decentralized,anthropic,claude-sonnet-4-5-20250929,0007,0,64,0,True
terminalbench,multi-agent-decentralized,anthropic,claude-sonnet-4-5-20250929,0008,0,68,0,True
terminalbench,multi-agent-decentralized,anthropic,claude-sonnet-4-5-20250929,0009,0,60,0,True
terminalbench,multi-agent-decentralized,anthropic,claude-sonnet-4-5-20250929,0010,0,14,0,True
terminalbench,multi-agent-decentralized,anthropic,claude-sonnet-4-5-20250929,0011,1,66,0,True
terminalbench,multi-agent-decentralized,anthropic,claude-sonnet-4-5-20250929,0012,0,60,0,True
terminalbench,multi-agent-decentralized,anthropic,claude-sonnet-4-5-20250929,0013,0,68,0,True
terminalbench,multi-agent-decentralized,anthropic,claude-sonnet-4-5-20250929,0014,1,62,0,True
terminalbench,multi-agent-decentralized,anthropic,claude-sonnet-4-5-20250929,0015,0,20,0,True
terminalbench,multi-agent-decentralized,anthropic,claude-sonnet-4-5-20250929,0016,1,48,0,True
terminalbench,multi-agent-decentralized,anthropic,claude-sonnet-4-5-20250929,0017,1,60,0,True
terminalbench,multi-agent-decentralized,anthropic,claude-sonnet-4-5-20250929,0018,1,60,0,True
terminalbench,multi-agent-decentralized,anthropic,claude-sonnet-4-5-20250929,0019,1,46,0,True
terminalbench,multi-agent-decentralized,gemini,gemini-2.0-flash,0000,0,20,0,True
terminalbench,multi-agent-decentralized,gemini,gemini-2.0-flash,0001,0,42,0,True
terminalbench,multi-agent-decentralized,gemini,gemini-2.0-flash,0002,0,32,0,True
terminalbench,multi-agent-decentralized,gemini,gemini-2.0-flash,0003,0,46,0,True
terminalbench,multi-agent-decentralized,gemini,gemini-2.0-flash,0004,0,20,0,True
terminalbench,multi-agent-decentralized,gemini,gemini-2.0-flash,0005,0,24,0,True
terminalbench,multi-agent-decentralized,gemini,gemini-2.0-flash,0006,0,42,0,True
terminalbench,multi-agent-decentralized,gemini,gemini-2.0-flash,0007,0,24,0,True
terminalbench,multi-agent-decentralized,gemini,gemini-2.0-flash,0008,0,52,0,True
terminalbench,multi-agent-decentralized,gemini,gemini-2.0-flash,0009,0,16,0,True
terminalbench,multi-agent-decentralized,gemini,gemini-2.0-flash,0010,0,42,0,True
terminalbench,multi-agent-decentralized,gemini,gemini-2.0-flash,0011,0,38,0,True
terminalbench,multi-agent-decentralized,gemini,gemini-2.0-flash,0012,0,14,0,True
terminalbench,multi-agent-decentralized,gemini,gemini-2.0-flash,0013,0,30,0,True
terminalbench,multi-agent-decentralized,gemini,gemini-2.0-flash,0014,0,34,0,True
terminalbench,multi-agent-decentralized,gemini,gemini-2.0-flash,0015,0,26,0,True
terminalbench,multi-agent-decentralized,gemini,gemini-2.0-flash,0016,0,18,0,True
terminalbench,multi-agent-decentralized,gemini,gemini-2.0-flash,0017,1,20,0,True
terminalbench,multi-agent-decentralized,gemini,gemini-2.0-flash,0018,0,10,0,True
terminalbench,multi-agent-decentralized,gemini,gemini-2.0-flash,0019,0,14,0,True
terminalbench,multi-agent-decentralized,gemini,gemini-2.5-flash,0000,0,2,0,True
terminalbench,multi-agent-decentralized,gemini,gemini-2.5-flash,0001,0,16,0,True
terminalbench,multi-agent-decentralized,gemini,gemini-2.5-flash,0002,0,32,0,True
terminalbench,multi-agent-decentralized,gemini,gemini-2.5-flash,0003,0,26,0,True
terminalbench,multi-agent-decentralized,gemini,gemini-2.5-flash,0004,0,24,0,True
terminalbench,multi-agent-decentralized,gemini,gemini-2.5-flash,0005,0,78,0,True
terminalbench,multi-agent-decentralized,gemini,gemini-2.5-flash,0006,0,22,0,True
terminalbench,multi-agent-decentralized,gemini,gemini-2.5-flash,0007,0,20,0,True
terminalbench,multi-agent-decentralized,gemini,gemini-2.5-flash,0008,0,73,0,True
terminalbench,multi-agent-decentralized,gemini,gemini-2.5-flash,0009,0,20,0,True
terminalbench,multi-agent-decentralized,gemini,gemini-2.5-flash,0010,0,22,0,True
terminalbench,multi-agent-decentralized,gemini,gemini-2.5-flash,0011,1,42,0,True
terminalbench,multi-agent-decentralized,gemini,gemini-2.5-flash,0012,0,34,0,True
terminalbench,multi-agent-decentralized,gemini,gemini-2.5-flash,0013,0,66,0,True
terminalbench,multi-agent-decentralized,gemini,gemini-2.5-flash,0014,1,24,0,True
terminalbench,multi-agent-decentralized,gemini,gemini-2.5-flash,0015,0,24,0,True
terminalbench,multi-agent-decentralized,gemini,gemini-2.5-flash,0016,1,26,0,True
terminalbench,multi-agent-decentralized,gemini,gemini-2.5-flash,0017,1,18,0,True
terminalbench,multi-agent-decentralized,gemini,gemini-2.5-flash,0018,1,40,0,True
terminalbench,multi-agent-decentralized,gemini,gemini-2.5-flash,0019,0,16,0,True
terminalbench,multi-agent-decentralized,gemini,gemini-2.5-pro,0000,0,2,0,True
terminalbench,multi-agent-decentralized,gemini,gemini-2.5-pro,0001,0,2,0,True
terminalbench,multi-agent-decentralized,gemini,gemini-2.5-pro,0002,0,30,0,True
terminalbench,multi-agent-decentralized,gemini,gemini-2.5-pro,0003,0,50,0,True
terminalbench,multi-agent-decentralized,gemini,gemini-2.5-pro,0004,0,58,0,True
terminalbench,multi-agent-decentralized,gemini,gemini-2.5-pro,0005,0,42,0,True
terminalbench,multi-agent-decentralized,gemini,gemini-2.5-pro,0006,1,12,0,True
terminalbench,multi-agent-decentralized,gemini,gemini-2.5-pro,0007,0,14,0,True
terminalbench,multi-agent-decentralized,gemini,gemini-2.5-pro,0008,0,24,0,True
terminalbench,multi-agent-decentralized,gemini,gemini-2.5-pro,0009,0,14,0,True
terminalbench,multi-agent-decentralized,gemini,gemini-2.5-pro,0010,0,26,0,True
terminalbench,multi-agent-decentralized,gemini,gemini-2.5-pro,0011,1,22,0,True
terminalbench,multi-agent-decentralized,gemini,gemini-2.5-pro,0012,0,36,0,True
terminalbench,multi-agent-decentralized,gemini,gemini-2.5-pro,0013,0,48,0,True
terminalbench,multi-agent-decentralized,gemini,gemini-2.5-pro,0014,0,18,0,True
terminalbench,multi-agent-decentralized,gemini,gemini-2.5-pro,0015,1,46,0,True
terminalbench,multi-agent-decentralized,gemini,gemini-2.5-pro,0016,1,34,0,True
terminalbench,multi-agent-decentralized,gemini,gemini-2.5-pro,0017,1,22,0,True
terminalbench,multi-agent-decentralized,gemini,gemini-2.5-pro,0018,0,22,0,True
terminalbench,multi-agent-decentralized,gemini,gemini-2.5-pro,0019,1,24,0,True
terminalbench,multi-agent-decentralized,gemini,gemini-3-flash-preview,0000,0,10,0,True
terminalbench,multi-agent-decentralized,gemini,gemini-3-flash-preview,0001,1,20,0,True
terminalbench,multi-agent-decentralized,gemini,gemini-3-flash-preview,0002,1,22,0,True
terminalbench,multi-agent-decentralized,gemini,gemini-3-flash-preview,0003,1,22,0,True
terminalbench,multi-agent-decentralized,gemini,gemini-3-flash-preview,0004,1,18,0,True
terminalbench,multi-agent-decentralized,gemini,gemini-3-flash-preview,0005,0,45,0,True
terminalbench,multi-agent-decentralized,gemini,gemini-3-flash-preview,0006,1,44,0,True
terminalbench,multi-agent-decentralized,gemini,gemini-3-flash-preview,0007,0,32,0,True
terminalbench,multi-agent-decentralized,gemini,gemini-3-flash-preview,0008,0,52,0,True
terminalbench,multi-agent-decentralized,gemini,gemini-3-flash-preview,0009,0,22,0,True
terminalbench,multi-agent-decentralized,gemini,gemini-3-flash-preview,0010,0,18,0,True
terminalbench,multi-agent-decentralized,gemini,gemini-3-flash-preview,0011,1,20,0,True
terminalbench,multi-agent-decentralized,gemini,gemini-3-flash-preview,0012,0,36,0,True
terminalbench,multi-agent-decentralized,gemini,gemini-3-flash-preview,0013,0,48,0,True
terminalbench,multi-agent-decentralized,gemini,gemini-3-flash-preview,0014,1,14,0,True
terminalbench,multi-agent-decentralized,gemini,gemini-3-flash-preview,0015,1,26,0,True
terminalbench,multi-agent-decentralized,gemini,gemini-3-flash-preview,0016,0,50,0,True
terminalbench,multi-agent-decentralized,gemini,gemini-3-flash-preview,0017,1,18,0,True
terminalbench,multi-agent-decentralized,gemini,gemini-3-flash-preview,0018,1,42,0,True
terminalbench,multi-agent-decentralized,gemini,gemini-3-flash-preview,0019,1,16,0,True
terminalbench,multi-agent-decentralized,openai,gpt-5,0000,0,16,0,True
terminalbench,multi-agent-decentralized,openai,gpt-5,0001,1,16,0,True
terminalbench,multi-agent-decentralized,openai,gpt-5,0002,1,18,0,True
terminalbench,multi-agent-decentralized,openai,gpt-5,0003,1,16,0,True
terminalbench,multi-agent-decentralized,openai,gpt-5,0004,1,16,0,True
terminalbench,multi-agent-decentralized,openai,gpt-5,0005,0,20,0,True
terminalbench,multi-agent-decentralized,openai,gpt-5,0006,1,18,0,True
terminalbench,multi-agent-decentralized,openai,gpt-5,0007,0,16,0,True
terminalbench,multi-agent-decentralized,openai,gpt-5,0008,0,20,0,True
terminalbench,multi-agent-decentralized,openai,gpt-5,0009,0,22,0,True
terminalbench,multi-agent-decentralized,openai,gpt-5,0010,0,14,0,True
terminalbench,multi-agent-decentralized,openai,gpt-5,0011,1,52,0,True
terminalbench,multi-agent-decentralized,openai,gpt-5,0012,0,46,0,True
terminalbench,multi-agent-decentralized,openai,gpt-5,0013,0,44,0,True
terminalbench,multi-agent-decentralized,openai,gpt-5,0014,0,24,0,True
terminalbench,multi-agent-decentralized,openai,gpt-5,0015,0,14,0,True
terminalbench,multi-agent-decentralized,openai,gpt-5,0016,1,32,0,True
terminalbench,multi-agent-decentralized,openai,gpt-5,0017,1,14,0,True
terminalbench,multi-agent-decentralized,openai,gpt-5,0018,0,26,0,True
terminalbench,multi-agent-decentralized,openai,gpt-5,0019,1,14,0,True
terminalbench,multi-agent-decentralized,openai,gpt-5-mini,0000,0,9,0,True
terminalbench,multi-agent-decentralized,openai,gpt-5-mini,0001,1,18,0,True
terminalbench,multi-agent-decentralized,openai,gpt-5-mini,0002,1,26,0,True
terminalbench,multi-agent-decentralized,openai,gpt-5-mini,0003,1,22,0,True
terminalbench,multi-agent-decentralized,openai,gpt-5-mini,0004,1,22,0,True
terminalbench,multi-agent-decentralized,openai,gpt-5-mini,0005,0,18,0,True
terminalbench,multi-agent-decentralized,openai,gpt-5-mini,0006,1,32,0,True
terminalbench,multi-agent-decentralized,openai,gpt-5-mini,0007,0,44,0,True
terminalbench,multi-agent-decentralized,openai,gpt-5-mini,0008,0,26,0,True
terminalbench,multi-agent-decentralized,openai,gpt-5-mini,0009,0,64,0,True
terminalbench,multi-agent-decentralized,openai,gpt-5-mini,0010,1,14,0,True
terminalbench,multi-agent-decentralized,openai,gpt-5-mini,0011,0,18,0,True
terminalbench,multi-agent-decentralized,openai,gpt-5-mini,0012,0,42,0,True
terminalbench,multi-agent-decentralized,openai,gpt-5-mini,0013,0,14,0,True
terminalbench,multi-agent-decentralized,openai,gpt-5-mini,0014,0,23,0,True
terminalbench,multi-agent-decentralized,openai,gpt-5-mini,0015,0,16,0,True
terminalbench,multi-agent-decentralized,openai,gpt-5-mini,0016,0,34,0,True
terminalbench,multi-agent-decentralized,openai,gpt-5-mini,0017,0,68,0,True
terminalbench,multi-agent-decentralized,openai,gpt-5-mini,0018,0,22,0,True
terminalbench,multi-agent-decentralized,openai,gpt-5-mini,0019,0,8,0,True
terminalbench,multi-agent-decentralized,openai,gpt-5-nano,0000,0,22,0,True
terminalbench,multi-agent-decentralized,openai,gpt-5-nano,0001,1,58,0,True
terminalbench,multi-agent-decentralized,openai,gpt-5-nano,0002,1,40,0,True
terminalbench,multi-agent-decentralized,openai,gpt-5-nano,0003,1,38,0,True
terminalbench,multi-agent-decentralized,openai,gpt-5-nano,0004,0,38,0,True
terminalbench,multi-agent-decentralized,openai,gpt-5-nano,0005,0,52,0,True
terminalbench,multi-agent-decentralized,openai,gpt-5-nano,0006,1,30,0,True
terminalbench,multi-agent-decentralized,openai,gpt-5-nano,0007,0,13,0,True
terminalbench,multi-agent-decentralized,openai,gpt-5-nano,0008,0,14,0,True
terminalbench,multi-agent-decentralized,openai,gpt-5-nano,0009,0,22,0,True
terminalbench,multi-agent-decentralized,openai,gpt-5-nano,0010,0,44,0,True
terminalbench,multi-agent-decentralized,openai,gpt-5-nano,0011,0,62,0,True
terminalbench,multi-agent-decentralized,openai,gpt-5-nano,0012,0,6,0,True
terminalbench,multi-agent-decentralized,openai,gpt-5-nano,0013,0,14,0,True
terminalbench,multi-agent-decentralized,openai,gpt-5-nano,0014,0,12,0,True
terminalbench,multi-agent-decentralized,openai,gpt-5-nano,0015,0,18,0,True
terminalbench,multi-agent-decentralized,openai,gpt-5-nano,0016,0,12,0,True
terminalbench,multi-agent-decentralized,openai,gpt-5-nano,0017,1,34,0,True
terminalbench,multi-agent-decentralized,openai,gpt-5-nano,0018,0,18,0,True
terminalbench,multi-agent-decentralized,openai,gpt-5-nano,0019,0,12,0,True
terminalbench,multi-agent-hybrid,anthropic,claude-sonnet-4-20250514,0000,0,28,0,True
terminalbench,multi-agent-hybrid,anthropic,claude-sonnet-4-20250514,0001,0,0,0,False
terminalbench,multi-agent-hybrid,anthropic,claude-sonnet-4-20250514,0002,0,50,0,True
terminalbench,multi-agent-hybrid,anthropic,claude-sonnet-4-20250514,0003,0,34,0,True
terminalbench,multi-agent-hybrid,anthropic,claude-sonnet-4-20250514,0004,0,24,0,True
terminalbench,multi-agent-hybrid,anthropic,claude-sonnet-4-20250514,0005,0,36,0,True
terminalbench,multi-agent-hybrid,anthropic,claude-sonnet-4-20250514,0006,1,48,0,True
terminalbench,multi-agent-hybrid,anthropic,claude-sonnet-4-20250514,0007,0,38,0,True
terminalbench,multi-agent-hybrid,anthropic,claude-sonnet-4-20250514,0008,0,78,0,True
terminalbench,multi-agent-hybrid,anthropic,claude-sonnet-4-20250514,0009,0,54,0,True
terminalbench,multi-agent-hybrid,anthropic,claude-sonnet-4-20250514,0010,0,34,0,True
terminalbench,multi-agent-hybrid,anthropic,claude-sonnet-4-20250514,0011,1,42,0,True
terminalbench,multi-agent-hybrid,anthropic,claude-sonnet-4-20250514,0012,0,36,0,True
terminalbench,multi-agent-hybrid,anthropic,claude-sonnet-4-20250514,0013,0,36,0,True
terminalbench,multi-agent-hybrid,anthropic,claude-sonnet-4-20250514,0014,0,0,0,False
terminalbench,multi-agent-hybrid,anthropic,claude-sonnet-4-20250514,0015,0,0,0,False
terminalbench,multi-agent-hybrid,anthropic,claude-sonnet-4-20250514,0016,1,40,0,True
terminalbench,multi-agent-hybrid,anthropic,claude-sonnet-4-20250514,0017,1,40,0,True
terminalbench,multi-agent-hybrid,anthropic,claude-sonnet-4-20250514,0018,0,48,0,True
terminalbench,multi-agent-hybrid,anthropic,claude-sonnet-4-20250514,0019,1,32,0,True
terminalbench,multi-agent-hybrid,anthropic,claude-sonnet-4-5-20250929,0000,0,30,0,True
terminalbench,multi-agent-hybrid,anthropic,claude-sonnet-4-5-20250929,0001,0,16,0,True
terminalbench,multi-agent-hybrid,anthropic,claude-sonnet-4-5-20250929,0002,0,50,0,True
terminalbench,multi-agent-hybrid,anthropic,claude-sonnet-4-5-20250929,0003,1,62,0,True
terminalbench,multi-agent-hybrid,anthropic,claude-sonnet-4-5-20250929,0004,1,64,0,True
terminalbench,multi-agent-hybrid,anthropic,claude-sonnet-4-5-20250929,0005,0,56,0,True
terminalbench,multi-agent-hybrid,anthropic,claude-sonnet-4-5-20250929,0006,1,40,0,True
terminalbench,multi-agent-hybrid,anthropic,claude-sonnet-4-5-20250929,0007,0,28,0,True
terminalbench,multi-agent-hybrid,anthropic,claude-sonnet-4-5-20250929,0008,0,68,0,True
terminalbench,multi-agent-hybrid,anthropic,claude-sonnet-4-5-20250929,0009,0,56,0,True
terminalbench,multi-agent-hybrid,anthropic,claude-sonnet-4-5-20250929,0010,0,50,0,True
terminalbench,multi-agent-hybrid,anthropic,claude-sonnet-4-5-20250929,0011,1,42,0,True
terminalbench,multi-agent-hybrid,anthropic,claude-sonnet-4-5-20250929,0012,0,56,0,True
terminalbench,multi-agent-hybrid,anthropic,claude-sonnet-4-5-20250929,0013,0,27,0,True
terminalbench,multi-agent-hybrid,anthropic,claude-sonnet-4-5-20250929,0014,1,50,0,True
terminalbench,multi-agent-hybrid,anthropic,claude-sonnet-4-5-20250929,0015,1,26,0,True
terminalbench,multi-agent-hybrid,anthropic,claude-sonnet-4-5-20250929,0016,1,40,0,True
terminalbench,multi-agent-hybrid,anthropic,claude-sonnet-4-5-20250929,0017,1,38,0,True
terminalbench,multi-agent-hybrid,anthropic,claude-sonnet-4-5-20250929,0018,1,54,0,True
terminalbench,multi-agent-hybrid,anthropic,claude-sonnet-4-5-20250929,0019,1,30,0,True
terminalbench,multi-agent-hybrid,gemini,gemini-2.0-flash,0000,0,30,0,True
terminalbench,multi-agent-hybrid,gemini,gemini-2.0-flash,0001,0,54,0,True
terminalbench,multi-agent-hybrid,gemini,gemini-2.0-flash,0002,0,32,0,True
terminalbench,multi-agent-hybrid,gemini,gemini-2.0-flash,0003,0,44,0,True
terminalbench,multi-agent-hybrid,gemini,gemini-2.0-flash,0004,0,32,0,True
terminalbench,multi-agent-hybrid,gemini,gemini-2.0-flash,0005,0,30,0,True
terminalbench,multi-agent-hybrid,gemini,gemini-2.0-flash,0006,0,44,0,True
terminalbench,multi-agent-hybrid,gemini,gemini-2.0-flash,0007,0,44,0,True
terminalbench,multi-agent-hybrid,gemini,gemini-2.0-flash,0008,0,90,0,True
terminalbench,multi-agent-hybrid,gemini,gemini-2.0-flash,0009,0,46,0,True
terminalbench,multi-agent-hybrid,gemini,gemini-2.0-flash,0010,0,48,0,True
terminalbench,multi-agent-hybrid,gemini,gemini-2.0-flash,0011,0,34,0,True
terminalbench,multi-agent-hybrid,gemini,gemini-2.0-flash,0012,0,8,0,True
terminalbench,multi-agent-hybrid,gemini,gemini-2.0-flash,0013,0,48,0,True
terminalbench,multi-agent-hybrid,gemini,gemini-2.0-flash,0014,0,74,0,True
